short_name,total
B. Behrendt,6659+149+2
M. Branderhorst,403749
A. Irawan,767858
M. Sharahili,766046
L. Morales,79-480-161-1
I. Toney,80+29062+10
M. Kobakhidze,564336
V. Söderström,655843
B. Guillaume,50-145748
M. Flis,717258
F. Lozano,757056
Gerard,515743
E. Bajrami,68+666+653+15
S. Handle,80+18364+17
Alejandro Rodríguez,645935
N. Thomas,737631
O. Mfulu,625942
Fran Serrano,57-440-453
Yelko Pino,48-249+162+1
U. Çiftçi,715552
K. O'Brien,604455
B. Yardımcı,747150
V. Deen,473656
Marco,353150
A. Shavaev,615251
P. De Vita,695959
Ezkieta,413660
M. Perrier,647251
K. Brix,776555
S. Deana,565453
J. Shea,303554
N. Cameron,705757
J. Lauridsen,697254
J. Morris,68-383+859
D. Horgan,807051
C. Davies,625651
Jeon Sang Hoon,838066
N. Oyal,778254
L. Burge,424750
Bonilla,72+177+362
J. Henderson,626158
S. Auer,6869+358
R. Calvet,50-45651
B. Dickenson,89+579+257
N. Saint-Ruf,65-55961
S. Kavanagh,727260
J. Munns,675554
Jeong Dong Ho,695672
Yeon Jei Min,785544
R. Barbour,715753+2
J. Allen,79+46853+4
V. Marković,524451
P. Åsbrink,685756
P. Da Silva,845849
A. Al Nazera,717055
C. Escobar,52-45941+1
A. Ricaurte,806135
N. Coral,736844
R. Cisternas,423456
L. Kruspzky,756856
J. Barrera,67+1278+2254
F. Kaufmann,717251
O. Davies,443745
N. Pantaleone,646154
P. Bois,413854
L. Mousset,80+267+1251
S. Pereira,6572+2445
M. Sherrod,51-144-154
I. Baradji,56+856+1152
A. Achinioti-Jönsson,706155
L. Sandoval,5972+1460
O. İleri,485157
A. Çeviker,545862
A. Benedetti,605652
M. González,584958
S. Sylla,645352
W. Bou,746349
D. Nicolaievsky,696445
Ivan,453251
U. Yüksel,392857
Iago López,644356
R. Vernes,745859
F. Andone,676651
L. Guantone,694853
Óscar,735159
J. Mondragón,604652
J. Fontaine,75+252-2246
R. Nilsson,605756
J. Florén,797358
B. Rymaniak,536250
N. Clark,666357
K. Byrne,707156
J. Cook,657054
R. Murray,798156
J. Dunleavy,555152
P. Cowan-Hall,9181+448
M. Gillespie,343755
D. Parrett,677352
C. Freitag,38-126364
S. Stangl,6866+164
F. Brown Forbes,685862
J. Redshaw,769053
N. Maripuu,636263
S. Lletget,606251
J. Stephens,67-95746
E. Özbir,292957
C. Cropper,524838
S. Pekezela,768158
Jairo Morilla,65-26273
S. Al Sibyani,90+379+262
L. Vesco,584750
S. Tancock,524652
J. Donachie,6550-1048
O. Sorto,79+17257
A. Niane,686253
Kim Dae Kyung,677054
T. Kemp,68+55955
S. Galloway,787454+6
Lee Joong Kwon,596470
T. Badila,76+261+454
O. Garcia,84-38248
V. Nilsson,757258
C. Cangá,705557
L. Denner,71+559+147
S. Velázquez,746755
B. Héry,80+582+752+4
G. Yordan,483754
D. Diellos,645750
F. Černych,676558
J. Andersen,725848
D. Martínez,71-27552
L. Garate,577654
P. Jaroszyński,664755
M. Ridenton,737251
C. Starfelt,665048
M. Rodríguez,70-170-141-1
Juan Delgado,62+15554-3
R. Arias,737258
R. Kurzawa,58-1471+354
A. Kurzenev,525651
J. Rose,41+132+158+6
E. Oztumer,778158
Lafuente,655957
Andoni,645958
T. Chérif,798752
Hélio Cruz,605957
F. Børsting,675846
M. Orihuela,666847
P. Visconti,625955
Rafael Páez,554149
V. Belon,493156
Rubén Sánchez,616257
Jorge,644249
L. Gonnelli,634354
I. Drykov,625660
A. Krysiak,596656-2
S. Madden,745945
K. Kanak,676364
M. Tieber,727550
R. Koch,636466
C. Kilduff,705950
Kim Kyo Bin,335442
J. Joronen,502846
B. Bartosiak,738358
Marc Fernández,717053
I. Diallo,706560
L. Zejdler,7887+1159
N. Ritter,687049
S. Ristovski,777559-1
J. Pigott,587455
B. Span,85+26550
S. Velasquez,66-138451
Dennis,564952
R. Himmelmann,333952+1
A. Ateef,55-16154
H. Al Dardour,707549
T. Lawrence,71+55057+2
R. Vollath,373231
Kim Tae Ho,617056
D. Twardzik,443544
J. Ávila,394156
E. Jerez,627048
L. Dos Santos,63+561+456
M. Engberink,686343
A. Čulina,74+1062+1045-1
M. Moscato,597152
Anto,584648
L. Vásquez,484355
Mario,6258+143
A. Acosta,613854
Gerard Muñoz,60-158+158
Sergio,423347
A. Paroni,344653
L. Longridge,835744
R. Mirzov,585959
R. Aguilar,646248
A. Vural,473157
L. Zino,645459
T. Steinherr,688652
A. Güleryüz,474952
C. Goncalves,655656
Cardoso,665345
Eloi Zamorano,554854
Uri,595862
E. Skhiri,636456
B. Ampuero,624657
M. Çalışkan,605960
F. Burkhardt,736353
R. Jasiński,635555
M. Raynes,524752
K. Maes,373257
G. Bolger,536554
R. Weir,627461
O. Lancashire,595054
I. Bermingham,607154
L. Kelly,7359-1560-7
D. McAllister,597055
M. Steuble,60+472-153
D. Nordmark,697555
F. Hart,6874+457+2
J. Thompson,545256
T. Beermann,666552
J. Tjørnelund,788161
J. Ford,503538
S. Gallaway,72-117935
C. O'Brien,657249
Dani Espejo,6854-263
Kim Yong Chan,767055
A. Khrees,69-472+146
G. Gallifuoco,545658
J. Rafferty,7359+652+8
E. Tarakanov,665154
A. Ortíz,40-1141-148-1
J. Pearson,62-14756+9
B. Idowu,626155
P. Triantis,676858
R. Brindley,785852
M. Vásquez,65-459-149
J. Garro,607452
Mikel Juaristi,535244
C. López,473760
L. Lazo,6478+2256
E. Bilbao,423354
R. Rossi Branco,66+262+254
R. Östlin,584349
M. Malsa,606654
R. Bauchet,79+2662+1066
Feijoó,70+257+160
J. Watts,67+1057+257
Iván Villar,503455
T. Ünlü,644150
H. Dunk,808046
G. Arias,373449
K. Akyüz,595261
I. Novoseltsev,564246
J. Stevenson,727151
M. Alkuwaykibi,858831
C. Kleiven,727254
H. Worley,52-74343
S. Glarner,64-107352
E. Birniçan,685559
R. Grzelak,614754
J. Widdowson,848152
C. Kennedy,716056
M. Renusz,797658
A. Haworth,787354
Kim Jun Yub,698155
J. Jeggo,717151
A. Smith,243556
A. Kaludjerovic,595652
F. Jonson,675750
A. Schoenfeld,67+456+457
M. Al Fuhaid,6776+246
J. Pepper,697157
Lee Sang Hyeob,606534
K. Sylwestrzak,675853
A. Jovanović,685348
D. Fuentes,423368
W. Veizaga,605959
J. Scolan,433355
M. Dúbravka,404055
C. Andersson,595852
Oyarzun,51-76352
C. Ritter,6456+552
Luís Miguel,705643
E. Loeschbor,624350
I. Chebake,686861
E. Şen,765153
A. Çiçek,898137
D. Smalley,7278+151
E. McMillan,335450
Z. Azinović,384044
J. Hoffman,6652-1658
D. Meenan,717044
E. Trejo,78-167-166-1
M. Hazazi,85+187+256
E. Bravo,69-47768
F. Cerda,473755
A. Al Khaibari,6358+1753+8
D. Castillo,666650
R. Bird,61+84046
M. Tishkin,615355
C. López,554045
J. Sanchez,636058
A. Hall,6373-455
M. Falk-Olander,707367
S. Iacoponi,697764
M. Bartley,59-1878+263
Jo Soo Hyuk,313846
B. Gartland,534745
N. Tkalcic,827264
H. Al Nahed,423051
K. Ellison,496159
E. Zayed,808053
R. Cretaro,808052
M. Brown,346358
L. Schenkel,514359
K. Jensen,614255
H. Sigurðsson,676066
J. Ashton,3034-248-2
D. Butterfield,5053+156
S. Shearer,374269
Cássio,63-77663
T. Hansen,302956
Park Joo Sung,673545
G. Vastola,28-276370+1
K. Arslan,656457
P. Cherrie,235651
S. Ağçay,615755
M. Demiri,645862
F. Grandel,414358
J. McGuinness,545453
K. Oman,325247
F. Hansen,745957
T. Newey,625855-2
D. Hunt,596771
N. Yattara,505657
S. Harrad,687359
S. Banks,455355
M. Quigley,718264
M. Timlin,626262
M. Prettenthaler,725944
S. Kuznetsov,646466
P. Cregg,617060
S. O'Donnell,625658
S. Besle,5458+255-3
M. Zaid,322851
M. Ehrenreich,72-664-549-6
J. Byrom,535854
A. Weber,51+856+451
L. Davis,7769+155
E. Schirinzi,725656
Pitu,657058
L. Vaughan,695764
A. Saldarriaga,292545
D. Nicklasson,687162
K. Browne,514952
C. Byrne,606255
T. Harden,48-164-158
S. Al Bargan,71+271+161
C. Konopka,32+22951
S. O'Connor,705651
G. O'Brien,706352
A. O'Connor,7574+2737
M. Laird,66-371-647
T. Craddock,706657
P. Vincenti,696361
A. Wright,7678+1054
G. Doherty,335745
Kim Young Bin,318058
J. Díaz,646059
R. Al Rahab,69+16156
Kim Keun Bae,404241
N. Madsen,66+25856
I. Vazgeč,232951
Ko Cha Won,728355
Yoo Soo Hyun,707660
C. Watson,646054-10
N. Kaya,746457
M. Al Rashed,46-651-255
H. Al Sagour,646254
A. Hakami,60-46555
M. Al Jafari,6346-450
M. Al Qarni,676255
A. Saad,69-177+1058
M. Hossain,78+1075+1053
R. Ávalos,55-45459
R. Festersen,695960
N. Safronidi,686548
M. Piątkowski,66+162+1056+4
L. Hearn,767045
R. Ingemann,655758
D. Wells,665145
L. Santelices,473758
B. Golubovic,645557
A. Puntina,413551
E. Palmer-Brown,68+76148
H. Kyprianou,72-16242
Pozo,696350
L. Walbrecq,686757
H. Boateng,766356
L. Scholl,666157
A. Tshibola,72-17456+1
Abner,787552
S. Russini,696950
E. Ceria,67+26944-1
R. Husic,383253
P. Pflücke,698653
F. Brodiċ,696445
R. Inniss,5139-745
C. Dawson,563553
J. Brownhill,696647
A. Palazzi,525057
D. De Silva,717347
E. Horvath,403047
L. Kelly,75+107852
Vigaray,56-55061
N. Amiri,676948
P. Garita,735538
S. Coopman,537357
Y. Koné,766861
B. Schmitz,70+158+159
Cifuentes,717047
R. Gall,79-47745
D. Eve,404553
B. Thomas,433050
L. Chambers,66+64854
C. Malele,526047-1
A. Ekin,6967+148
S. Bytyqi,636855
G. Lajud,473360
F. Bertoli,656354-1
G. Ficara,473056-1
F. Boni,554949-1
D. Milošević,54-15651
K. Hazard,717345
D. Parker,787655
Joan Jordán,636359
Z. Bytyqi,767653
E. Lee,706450
E. Villegas,53-85557-1
V. Gudiev,433658
E. Boateng,928443
G. Maripán,553247
David Gómez,433257
D. Lodesani,676150
M. Veljkovic,544151
J. Benteke,676945
J. Ter Horst,656961
A. Dartsch,727653
H. Boukhari,646559
Ricardo Almeida,686051
S. Martelli,686946
E. Birkelund,517642
T. Nguen,728052
B. Mensah,82-17452
C. Villanueva,675860
S. Revyakin,473355
J. Caton,807250
D. Yaschuk,82+3078+1641
P. Itter,666459
D. Kinsombi,675956
Rober Suarez,655752
J. Barmby,74+96357+22
L. Forte,787057-1
L. Shankland,707145
D. Watmore,75-37555
P. Mwene,687848
M. Smith,666457
B. Tuiloma,655255
A. Tahiri,727552
M. Diallo,6878+2755
I. Success,72+162+156+1
J. Sambia,666035
Wigor,666356
M. Vandermeulen,433154
S. Sefil,564642
P. Prosenik,585355
L. Caddis,70+37053
C. Kouakou,808152
E. Whitehouse,667256
S. Carswell,707157
B. Valette,373352
M. Bangoura,66+85859
L. MacLeod,746558
P. Max,686764
N. Staerck-Weille,616352
J. Martínez,384264
D. Fisher,62-45755
D. Islamovic,454248
J. Dixon,413153
A. Browne,67+765+949+3
W. Aimson,615752
J. von Haacke,5859+353
S. Caruso,665935-1
D. Rodriguez,697855
N. Luján,697234
M. Nikolic,726058
Y. Asad,636256
M. McNulty,707149
F. Castro,546259
M. Brændsrød,847845
T. Pierrot,665954
J. Poelmans,624848
R. Leemans,574253
P. Postma,615356
E. Sánchez,665543
O. Aina,755455
D. Montiel,738149
M. Pinto,666949
P. McEleney,707150
P. Sparrdal-Mantilla,616050
J. Reeves,647044
C. Stockton,70-16059
C. Dibble,383851
M. Larsen,757159
Z. Francis-Angol,80+65854
M. Boyle,717053
S. Mohlin,434344
C. Morris,705847
M. Falkeborn,746349
L. Phiri,786454+2
S. Harrison,524650
A. Muñoz,84+18358
M. Cubillos,55-461-153
A. Ivanov,766956
L. Cárdenas,413253
M. Uhde,5553+1055
G. Burón,76-176+552-1
M. O'Sullivan,635842
G. Piovi,737649
Einar Galilea,61-15644
L. Acosta,423657
O. Oschkenat,525149
H. Miličević,485153+1
N. Martínez,64-162-153-1
J. Cuellar,686841
D. Deflem,757250
S. Ojo,795743
D. Blanco,868554
D. Ferfelis,444950
J. Salas,665242
Peu,695537
M. Schindele,534349
C. Ortag,453350
E. Ahumada,734352
D. Venturi,677240
S. Izaguirre,554148
G. Bowerman,677457
S. McDermott,445758
J. Makarounas,716150
D. East,667259
M. Sax,6970+359
I. Gelios,575149
M. Ingram,334547
M. Bauer,806656
R. Fredericks,83-379-155
H. Johansen,684656
L. Hornby,7578-459
F. Sido,707855
J. Lussey,626159
K. Hause,62-26350
L. McCullough,544253
A. Moreno,677858
D. Douline,625362
A. Deja,615462+3
L. Valencia,807448
J. Marriott,625855
N. Ferreyra,3230-253
S. Mtsweni,767243
A. Zárate,676555
H. Aron Fridjónsson,64-16055
Kim Yong Hwan,687159
G. Lloris,494845
J. Marchioni,5059+1251
A. Tunca,232355
R. Fecunda,736860
C. Tigroudja,665944
I. Kahveci,646653
G. Seijas,695948
I. McLoughlin,513160
T. Moutinho,667248
M. Potzmann,6970+357
J. Nicholson,597158
P. Izzo,314240
L. O'Neil,624064+9
L. Remedi,665657
D. Ward,443260
A. Vasilyev,555853
P. M'Bow,544849
Clinton Mata,727150
G. Buckley,555651
S. Piesinger,51+14253-2
T. Weber,7877+163
M. Cebula,6883+1254
J. Matt,50-85761
O. Bosso,64-1568-252-1
J. Craigen,6671+861
J. Cisotti,666851-1
A. De Leidi,604545-1
J. Vall,827254
Garrido,644254
J. Herrera,666661
Pedro Ribeiro,57-15858
Kim Seul Ki,685753
T. Rieder,535056
S. Milinković-Savić,605162
H. Martín,568951
S. Pozatzidis,675355
K. Benitez,767157
G. Alanís,625954
E. Báez,625958
J. Benet,636455
S. Yilmaz,614446
G. Foresta,659355
Carrasco,696448
Alex Mozo,686455
M. Hawsawi,655154
Y. Reuten,574552
Jorge Hernández,655857
K. Djilali,827354
M. Gundelach,677051
S. Khizhnichenko,656046
L. Höbarth,354651
D. Oberhauser,475237
W. Hatfield,648152
A. Greene,807154
A. Bavena,574850
J. Rowe,69+163+757+6
L. Lucas,696758
M. Power,655657
L. Norris,615849
N. Pope,502945
A. Meola,614550-1
J. Archer,435052
G. Morrissey,554154
Heo Beom San,657062
L. Ralte,797131
S. Alqumayzi,79-173+250
J. Goodman,47-65653
H. Gligor,697051
J. Jeanvier,635755
E. Bojang,634745
I. Lambarschi,717850
M. Berger,6859+148
Pablo Valcarce,68+176+341
J. Whatmough,55-35845
D. Santa,666862
O. Çenik,615455
L. Diony,77+270+345
C. Magaña,53+194151+26
F. Vázquez,555653
M. Hende,64+35659+10
R. Lucas,483450
C. Meneses,676053
S. Zwierschitz,6758+253
M. Schuster,523754
C. Arango,716150
J. Dossou,6770-953
D. Wheeler,8076+150
Y. González,646965
F. Gaetano,58-25850-1
J. García,62-25654-1
S. Okoli,72-25854
D. Lowe,75+756+261
G. Bosz,65-15855
G. Martínez,716654
V. Muñoz,63-47138
K. Baiden,73-157+174
F. Arce Jr.,53-75559-1
Nacho Porcar,53-441-459+1
Ivi,54-25156
E. Salles,253154
L. M'Pasi,503558
T. Kaya,645853
S. Kaban,675958
L. Paqarada,716357
R. Hemmink,505451
F. Strauss,634347
Y. Gómez,353350
L. Mancuso,655650
E. Bonifacio,736149
Ovejero,474657
B. Oyarzo,707151
S. Studer,535241
R. Lainton,355357
A. Boyce,664163
T. Aldred,513554
H. Nilsson,434646
K. Waters,805449
Jonathan De Amo,535263
C. Routis,525358
M. Montaño,797452
Sava Bento,636566-2
C. Harold,8577+440
D. Maatsen,927259
J. Pritchard,675660
S. McGinty,525749
Hong Jin Gi,754747
H. Jumper,6956+448
J. Baumgartner,666255
K. Acosta,75+85957
D. Withrow,46+229-146
R. González,657856+3
A. Madu,523341
D. Carr,786651
R. O'Reilly,534455
Yoel Sola,59-158+137
D. Rienstra,636552
N. Gandi,7470+1730
T. Saric,605758-1
Pau,454053
A. Kovar,60-257+250
T. McNamara,62-56357
C. Ward,555253
F. Woodman,423860
J. Silva,48-939-146-1
F. Segovia,553847
A. Fisher,776338
Eguaras,625455
D. Pecirep,625146
I. Al Maghrabi,635763
U. Jaimes,575754
J. Vickers,403658
J. Piris,707255
S. Altamira,514153
B. Bawling,827255
V. Koziello,554951
G. Artun,625557
L. Page,605559
Júlio Neiva,433956
J. Vázquez,655160
M. Meral,423655
A. Cartwright,625555
T. Zhamaletdinov,495452
N. Stankevich,675654
P. Gibaud,624155
C. Dunn,282150
T. Velaphi,584566+13
G. Deegan,706253
D. Foran,455356
G. Lembet,395249
P. Rakotoharisoa,90+384+346
T. Konrad,746058
G. Gillespie,647049
A. Lans,626160
Mariano,585962
B. Afşarlı,717256
C. McCormack,726053
G. Taft,595051
S. Dallas,666348
A. Maund,52-345-142
A. Kajević,675551
Barahona,777351-3
H. Shuwaish,60-162+1561+19
R. Willmott,82+280+1455
Imanol Elías,546456
A. López,483852
B. Babit,79+972+1549
A. Nabbout,745858-6
O. Schnitzler,493351
Kim Ji Woong,747755
C. Guerra,423263
A. Chapman,445255
T. Hawkridge,667453+5
E. Flores,74-27656
K. Diogo,65-265+149
I. Lachalde,6292+134
S. Gbohouo,404062
L. Mengual,78+281+450
S. Olivares,625653
J. Mendes,77+1472+2349
Jon Vega,62+660+2050-3
K. Bonsu,625751
B. Sweat,77+557+154
L. Choutesiotis,405665
E. Terzaghi,777247
M. Devlin,544145
N. Ratti,413354
N. Teichgräber,566550
J. Salamon,644854
D. Holman,726146
B. Bahn,697349
A. Benítez,677042
El Morabet,595254
Josito,645961
C. Elizalde,644245
J. McMillan,525943+2
B. Dudzic,81+37661
D. Dennehy,624450
K. Sheppard,747152
B. Griffiths,58-1047-1041
J. González,677256
P. Black,7372+454
G. Taylor,787054
S. Frederiksen,54-45847
A. Al Shagran,587157
J. Tshibumbu,787956
M. Gürbüzerol,725673
R. Deacon,82+27855-3
A. Dahlström,838249
Y. Songo'o,52-36755
Ale Martín,483649
Choi Jong Hwan,757055
W. Małecki,463952
B. Waters,65+569+1852
R. Singh,635256
A. Kann,41-126-452
Y. Murillo,626053
O. Kristinsson,413554
M. Hamzi,84+275+255
J. Remiti,60-357+556
B. Knutsen,58-53861
J. Coulson,644144
F. Diedhiou,475955
A. Şahbaz,534253
A. Tsybikov,909553
R. Özkan,595758
Patrick Andrade,706848
T. Akiyoshi,665844
Javi Cantero,696253
V. Achim,635668
W. Dyer,717056
N. Agger,787163
A. Arestidou,593454
S. Beeley,726057
B. Kennedy,413252
C. Daniel,78-17442
J. Franks,7476+151
A. Fleming,717357
S. Conneely,677255
M. Liddle,626857
L. Young,758048
D. Massey,577059
J. Chambers,626355
E. Dahle,635859
D. McMillan,727151
K. Ward,808055
S. Al Issa,78+569+947
P. Reulet,453050
F. Al Johani,7163+154
A. Wheeler,52+1356+459
Iñaki,605861
Pedro,483346
L. Arenas,493958
Kim Shin,565450
F. Maya,675649
J. Taylor,595650-1
E. Ousager,433959
M. Byrne,708158
V. Aanestad,626460
A. Al Qarni,536746
T. Elewah,68-681+157
Song Won Jae,576153
Kim Min Soo,627239
A. Becerra,523863
P. Karlsson,676256
P. Martinez,676251
B. Singh,70+1663+454
V. Vasic,413253
R. Gergel,655855
F. Vazquez,656760
A. Khongjee,8467-658+10
G. Morris,625654
C. Sedgwick,32-1553+154
B. Molloy,555656
P. Smith,415466
P. Wotton,3762+1467
R. Brush,535446
D. Clarkson,637168
C. Beardsley,656663
M. McNulty,374849
L. Bucchi,425744
M. Sokołowski,636054
J. O'Flynn,695752
J. Russell,537153
M. Klikin,383249
M. Mikkelsen,644759
P. Sasin,727164
L. Bell,645849
D. Blizzard,665861
K. Keane,635671
M. Szmatiuk,283556
R. Higgins,547055
D. Kołodziej,536553+10
A. Bond,535657
G. Singh,644152
J. Devera,53-116344
P. Frattali,524959
P. Edwards,607458
M. Rossiter,537152
I. Davoren,716253
P. Kavanagh,707048
A. Yates,71+15943+5
C. Cárdenas,26-15962-1
M. Nash,264053
M. Al Naji,283545
M. Bagaev,636656
H. Halldórsson,292555
M. Malaika,463054
A. Buhumail,595862
J. Al Aameri,403046
A. Mqbol,68-46558
M. Ali,91+191+246
J. Hagawi,34-542-647
G. Fabiano,667133
H. Abbas,7072+155
H. Al Sandal,514847
F. Sánchez,757154
C. Abella,423750
C. Bejarano,567060
P. Reinoso,453854
G. Orellana,443652
J. Hristov,785952
O. Villarreal,586559
J. Cano,646960
J. Nuñez,757654
A. Sukhov,617160
D. MacKinnon,615154
M. Gómez,647461
M. Rabie,463752
C. Lamb,677151
M. Bossaerts,585751
R. Loftus-Cheek,715854
J. Morrell,727149
A. Strømgaard Sørensen,48-952+357+8
F. Bredlow,415051
I. Lawlor,435450
S. Horvath,72+28358
J. Toral,684153
M. Maignan,443357
J. Maddison,77+675+149
B. Jamieson IV,79-57751
M. Boninsegni,634539-5
M. Muroni,696951
A. Gunn,413059
P. Ciurria,7162-239-1
L. Henderson,65-25952
S. Bastien,717248
A. Ciranni,635846
M. Multhaup,686252
D. Sommariva,403756
Y. Schulze,5354+346
J. Gonzalez,4130-448
S. Svendsen,776244
L. Cargnino,62-14544-1
M. Bishop,776647
E. Lanini,726457
J. Petriccione,635862
S. Basalaj,554753
A. Morgunov,80+1979+1756
A. Miranchuk,6662+1243
H. Winks,656562
A. Tello,655653
T. Walker,808554
D. Costa,483459
A. Bell,805744
M. Bonne,766652
S. McQueen,666837
J. Dodoo,77+269-148
G. Honeyman,71+1855+1048
Sebas Moyano,696530
D. Vacondio,685757
S. Szmodics,7482+1442
F. Kent,53-74955+13
V. Bergan,684448
R. Bauer,616648
D. Nicoletti,413354
Y. Zummack,433657
A. Drury,745746
O. Arzamendia,655861
C. Wilkinson,605853
K. McEvoy,878439
L. Hall,686250
Isi,67-171+157
Saballs,687553
V. Gatica,63-462-248
E. Gliozzi,555549
J. Ruiz,60-459-139-1
N. De Pauw,524747
R. Cisneros,666352
J. Stockley,7557+751
J. Kempin,56-23852
D. Holden,80+571+1150-4
L. Erwin,65+117155+3
B. Lawrence,68-16556
K. Morris,838244
T. Payne,727254
R. Zobnin,687058
E. Andersson,627150
I. Näsberg,705746
F. Matri,344348
S. Garufi,625653-1
R. Ramírez,443155
J. Requena,697344
T. Baumgartl,444647
J. Stock,696250
V. Baume,443753
G. Waring,555661
T. Robson,695658
D. Sambissa,726155
A. Henshall,857037
L. Bostyn,313757
K. McAusland,586853
E. García,655858
T. Reilly,665954
T. Dähne,473058
S. Al Sawadi,90+386+244
R. James,665961+3
M. Karpuz,727349
S. Sangaré,65-74446
M. Crowe,453856
S. Allagbe,312245
M. Beck,53-36445
L. Cuesta,647056
E. Babayan,745846
G. Lefebvre,6868+551
Carlos,463256
M. Moscati,636459
Michael Gonçalves,756156
J. Hjelte,635762
L. Fernández,30-1456+452
C. Shanosky,50-156859
O. Langås,695643
D. Morrissey,705650
B. Djimsiti,40-948-240-6
L. Byrne,765651
J. Sinnott,74-16263
A. Palma,557252
R. Gagliardini,64-157+253-1
N. Poulsen,65+35751+5
B. Abbott,68+457+1248+5
H. Bonmann,282949
J. Lumley,433054
A. Martín Arias,493257
E. Vidal,625638
C. Flórez,695054
C. Jahraldo-Martin,686759
B. Ben Daoud,7069+763
N. Losada,413951
T. Bobek,81+145351+3
L. Chetti,736947
S. Fernández,635451
S. Giordana,667249
M. Stryjek,413161
L. Lozoya,655457
I. Aydın,677257
H. Cinemre,574946
I. Bezdenezhnykh,615459
S. Jeffers,7380+348
G. Barker,73+863+1252
R. Sandnes,667252
A. Buxton,54-65755
B. McNamee,705554
J. Stephens,383755
H. Guichard,464853
P. Kita,6562+553
J. Gibbons,736845
J. Moore-Taylor,53+115953+11
Q. Roberts,34-265046
Sergi Tienda,586658
M. Al Amri,7273+259
D. Podleśny,252956
M. Kopczyński,648058
R. Alborno,61-16058-1
J. Blyth,514947
B. Garuccio,75+374+154
E. Onuachu,6540-3244
S. Evans,54-155752
F. Tronêt,645749
C. Sukke,463248
S. Céspedes,777649
J. Rivas,67+105849
A. Vargas,715948
T. ten Den,526946
Mediavilla,566146
F. Dornebusch,403450
J. Barrett Laursen,755756
C. Dummigan,68+263+548
J. Dorow,747555
S. Mikalsen,757056
S. Schwendinger,644647
D. De Kegel,717358+6
R. Huddart,393257
M. Darrieux,523845
Sergio Pérez,423359
F. Grillo,646057
J. Biada,726452
C. Dawes,676836
D. Schierl,413155
José Suarez,483555
A. Anagnostopoulos,645253
X. Mdaki,585552
Bustinza,696053
Fábio Pala,675456
E. Wearen,645850
G. Bieszczad,314848
B. Neziroğluları,705655
D. Ledwith,627246
L. Lynch,615251
S. Takazov,555648
E. Dudouit,534851
T. Hopper,545757+2
G. Holohan,655753
D. Ragolle,55-26758
J. Joachim,64-169+743+1
M. Ridgers,413451
N. Chettri,86+166855
L. Conlan,666564
T. Olufemi,8380+255
J. Rasmussen,775752
T. Burghuber,7470+352-11
Nico,685555
E. Bellander,585759
A. Pfingstner,634448
G. Mahau,607458
Park Sun Joo,597048
M. Medaglia,615662
T. Aasheim,675952
C. Rentería,503846
S. Mosquera,494645
R. Delgado,818948
D. Balanta,643653
J. Rodríguez,686045
S. Gonzalez,637651
M. Hofmann,66+359+949+2
Sergio Llamas,616646
J. de Alba,67-151-151-1
J. Ledesma,493054
O. Palmer,72+35740
F. Friday,7876+653
